 ,restaurant,menu,total_star,review,food,delvice,
3635,김밥천국-건대점,"이모찌개랑 할매참기름간장계란밥/1(찌개 선택(된장찌개),추가 선택(계란후라이)),떡만두국/1,공기밥/1",2,음식은 맛있는데 밥에서 엄청 긴 머리카락이 나왔어요. 그냥 위에 살짝 얹어진 정도가 아니라 아예 깊게 박혀있더라구요. 밥을 꽤 많이 걷어내고 빼야 할 정도로..!,0,0,
3636,마라마왕,"마라샹궈/1(맛 선택(매운맛),추가 선택(중국넙적당면 추가,건두부 추가,소고기100g 추가,치즈떡 추가))",1,맛없어요 기름지고,1,3,
3637,육회와스시한판,"광어초밥 1p/1,묵은지광어초밥1p/2,연어양파타르초밥 1p/1,참치초밥 1p/1,소고기불초밥 1p/1,육회비빔밥/1,우동/1",3,맛은 있어요~~ 근데 거의 두시간을 기다려서 받았는데 미리 말씀드린 리뷰 서비스도 안오고 개인적으로 자주 시켜먹는데 실망감이 컸어요~바빠서 그랬을거라고 생각할께요,5,1,
3638,김영태스시&사시미마을-영등포점,최실장 추천초밥（16p）＋초밥4p 공짜/1,3,새우는 괜찮네요..,3,3,
3639,동궁찜닭-서울구로점,"황금찜닭 /1(맛 선택(약간매운맛),뼈or순살 선택(뼈),사이즈 선택(한마리),서비스 선택(코카콜라 500ml))",5,"양 많아요 성인 남성 둘이서 다 못먹었어요 반마리면 충분할거 같네요 맛 군더더기없이 맛있습니다 특히 약간매운맛이 매운거 못먹어도 맛있게 먹을수 있는 정도입니다 닭도 깔끔하고 간도 잘되어있구요 당면이나 만두,감자 등 맛을 해치지 않고 조화로워요 밥 비벼먹을수 있는 김과 참기름,음료도 코카500미리에 고객이 무엇을 원하는지 잘알고있는 맛집이네요 조만간 또 시켜먹을게요",5,3,
3640,짬뽕지존-종로점,"지옥 짬뽕/1(맛 선택(2단계（50%） : 화끈하게 매운맛),추가 선택(곱배기로 변경,공기밥（大） 추가))",1,기대한것 비해서  별로이네요..,1,3,
3641,대풍족발보쌈,"100% 대풍족발/1(사이즈 선택(小)),콜라 355mL/1",1,아니뭐 배달 늦는거는 그럴수있다고 생각하는데 콜라를 얼마나 흔들었길래 화산터지듯이 튀어나와요? 청소하다가 다식은거 먹고 기분이 너무좋아서 끄적여봐요,3,1,
3642,교촌치킨-신월1호점,"교촌레드오리지날/1,교촌허니오리지날/1",4,맛있었어요 근데 후라이드양랑 양념이랑 왜 양이다른걸까용?,5,3,
3643,청운24시,간짜장/2(추가 선택(곱배기 추가)),2,맛 자체는 평범한데 농도가 좀 얕음. 가장 큰 문제는 이따금씩 짜장면 재료에서 기름쩐내가 났음.,1,3,
3644,원할매족발,보족세트/1(보족세트사이즈선택(小)),3,음식은 안식엇는데 기름이너무많아요,1,3,
3645,쿄다이키친,"사케동 （덮밥）/1(연어 추가 선택(연어 추가)),로스카츠 정식（돈까스 220g） /1(추가 선택(치킨가라아게 3p 추가))",4,돈까스 가라아게는 맛있는데 연어는 비려요ㅠ 연어씹다가 뼈같은거 나와서 혀찔려서 별하나 뺐습니다 그리고 사케동 간장을 밥에 뿌려주셨는데 연어 찍어먹게 따로 주시면 좋을거같아요,3,3,
3646,걸작떡볶이치킨-서울성수점,"어묵많이떡닭세트（순살／뼈한마리）/1(떡볶이 맛 선택(2단계-매콤달콤해요 Best Choice),떡볶이 사리 추가 선택(스파게티면（100g） 추가),치킨 사이즈 선택(뼈한마리),치킨 선택(맛 : 양념치킨),음료 변경 선택(사이다 500ml))",1,그저그래요 특힞시킨,3,3,
3647,페리카나-선수촌점,순살치킨/1(순살(양념)),5,다른분들 리뷰 처럼  양 오지게 많습니다 사진은 적게 보이는데 밑에 쌓여있어서 더 많아요 옛양념치킨 좋아하시는분은 추천  맛있습니다ㅎㅎ   그리고 양 많아서 배터짐,5,3,
3648,오니기리와이규동-성수점,"김치어묵우동/1,챠슈데리야끼동세트/1",4,맛있던데요 맛나게먹었습니다,5,3,
3649,인생족발-삼성점,인생보쌈 한상차림（막국수＋주먹밥）/1(사이즈 선택(中)),5,주말이라 그런지 배달시간이 좀 걸렸네요 맛있게 잘 먹었습니다,5,1,
3650,북경반점-남대문점,탕짜면/1(곱빼기 추가 선택(곱빼기 추가)),4,짬봉국물 사장님 글에 써있어서 요청했는데 안온 게 아쉽네요 음식은 무난하게 맛있음,5,1,
3651,치킨매니아-낙성대점,"새우치킨/1(치킨 선택(한마리),음료 추가 선택(변경안함),추가 선택(후라잉새우（10마리） 추가))",5,너무 맛있었고 양도푸짐해서 좋았어요,5,3,
3652,딘타이펑-강남점,"샤오롱바오（딤섬）/1(사이즈 선택(6개)),꿔바로우/1(사이즈 선택(小))",2,"50~60분 걸린다고해서 집에 들어가기 전에 미리 주문했는데, 25분만에 일찍 도착해서.. 음식이 식었네요.^^  시간선택기능도 있으면 좋겠어요. 시간이 지나서 그런지, 물기가 많아져서 그런지? 매장에서 먹은 것과 다르게 너무 딱딱하네요. .  매장가서 먹는게 나은듯요..",1,1,
3653,맥도날드-한양대점,"에그 불고기 버거 라지 세트/1(사이드 선택（L）(후렌치 후라이 라지),음료 선택（L）(코카 콜라Ⓡ 라지))",2,한시간 걸리는 패스트푸드,3,1,
3654,수안심탕수육-중곡점,"수안심탕수육 小/1(사이드 메뉴(새우튀김 5조각),젓가락 선택(선택))",1,올때부터 포장은 뭐에 젖어서 박스가 눅눅하고 양은 말한것도없이 마치 배달원이 빼먹은것처럼 덜하고 튀김옷은 눅눅해져서 즈그끼리 들러붙고 아주 난리가 났습니다 맛은 보이는 그대로 눅눅해서 먹기가 매우 불편하네여 너무 대충대충 포장 맛 양 다 신경을 안쓰셧나봐요 배달원은 불 켜져있는 102호 놔두고 불꺼있는 101호 집앞에 두고 그냥 가버렷어요 코로나 안전배달 그런거 사전공지도 못받앗고 신청도 안햇는데 그낭 그리 가려던거 오토바이 소리때매 문열고 알앗네요 정말 신뢰할수없는 집인것같아요 다신안먹을게요^^ 별점 1점도아깝네요 마이너스없나요,1,1,
3655,열혈분식-양천점,"열혈김밥/1,찹쌀순대/1,열혈쫄면/1",1,문자달랬는데..그냥 문앞에두구 가셨어요..내참..혹시나 나가봤더니 있더라구요..쫄면 띵띵불구..다시는  주문안함,3,1,
3656,파리바게뜨-서소문점,"쫄깃한토종효모빵（미니）/3,모닝토스트/1",2,용량미달 에잇 다른지점은 적어도 용량미달은 아니었다  실망,1,3,
3657,59쌀피자-구의역점,"콤비네이션피자 L/1(엣지 변경(치즈크러스트로 변경)),갈릭소스 1개/2",3,늦게먹기에는 나쁜진않음,3,3,
3658,CU-왕십리민자역사1호점,"（1＋1） 롯데）펩시콜라제로캔355/2(1＋1(（1＋1） 롯데）펩시콜라제로캔355)),（1＋1） 스프라이트제로캔355/2(1＋1(（1＋1） 스프라이트제로캔355)),（2＋1） 바리스타에스프레소/1(2＋1(（2＋1） 바리스타에스프레소),2＋1(（2＋1） 바리스타에스프레소)),（2＋1） 아침에사과P500ml/1(2＋1(（2＋1） 아침에사과P500ml),2＋1(（2＋1） 아침에사과P500ml)),（2＋1） 얼큰오뎅한그릇/1(2＋1(（2＋1） 얼큰오뎅한그릇),2＋1(（2＋1） 얼큰오뎅한그릇)),판매용 봉투/1",1,편의점이랑 라이더가 서로 남탓만 함,3,1,
3659,신촌설렁탕-서울의료원점,"콜라겐설렁탕（특）/2,갈비탕/2",5,김치 진짜 맛있어요 갈비탕도 깔끔해서 좋아요,5,3,
3660,탕수육본능by놀부-잠실점,한돈 김치 피자 탕수육/1(사이즈 선택(중)),4,"지난번 전산오류인지 주문했는데 아직 오픈전이라고 사장님께서 직접 전화하셔서 취소했던 적이 있었는데 이번에 먹었네요. 탕수육 단품 시켰는데 짬뽕국물과 콜라,크림새우 서비스까지 푸짐하게 배달와서 좋았어요 김피탕에 김치가 더 많았으면 좋겠어요",5,3,
3661,공리-서초점,알뜰셋트1（누룽지등심탕수육＋짜장1＋만두2알）/1,4,누룽지탕수육은 좀 더 뜨거우면 맛있었을거같아요.  양도 많이 주시고 자장면 맛있었어요,5,3,
3662,용봉대반점,육개장/1(곱빼기 추가(곱빼기 추가)),3,전체적으로 육계장은 아닌듯..ㅠ,1,3,
3663,맘스터치-영등포문래점,"특가）간장마늘싸이순살/1,새우불고기버거 세트/1",3,이 껍질튀김같은걸 먹을바에 돈 더내고 통통한 치킨먹을란다,1,3,
3664,피자쏭-당산점,"고구마 피자（L）/1,콤비네이션 피자（L）/1",4,피자 맛나요~~,5,3,
3665,기대만족-본점,"부드러운 족발＋쟁반국수/1(사이즈 선택(大),사이드 추가 선택(사이다 500mL  추가))",5,4번째시켜먹습니다.  완전 강추 입니다.  후회없습니다.,5,3,
3666,빙달-관악점,"딸기슈~빙수（연유 미포함）/1(사이즈 선택(1~2人),토핑 추가선택(팝핑보바))",4,맛있어요!양도많아요!! 근데 확실히냉동딸기라 빙수가다녹을때까지 딸기는 얼어있어서 딸기는 빙수랑 같이못먹은게 좀슬펐어요 빙수따로 딸기는 녹혔다가 따로먹은..,5,3,
3667,족족이숯불구이불족발보쌈,"숯불구이 족발/1(사이즈 선택(小（＋음료 500mL）),음료 선택(콜라))",2,족발을 맛있게먹고있는데 막국수에서 머리카락이나와서 실망했어요ㅠㅠㅜ,0,0,
3668,돈까스본능by놀부-난곡직영점,김치치즈돈까스/1,5,맛잇어요 ㅎㅎ 사진은 못찍엇니만,5,3,
3669,원할머니보쌈-서초점,"맛보쌈/1(사이즈 선택(소（생육500g이상,수육350g）))",1,주택 앞으로 내려와서 음식받아가라는 기사는 처음보네요,3,1,
3670,입큰오리,"烤鸭脖오리목구이/1(맛 선택(보통맛)),烤鸭翅오리날개구이/1(맛 선택(보통맛)),鸭肠오리창자/1(맛 선택(중)),金针蘑팽이버섯/1(맛 선택(강)),腐竹후주/1(맛 선택(강)),海带미역/1(맛 선택(강))",1,마라가재꼬리를 시켯는데 맛은 있는데 양과 비해 가격이 넘 비싸네요~ㅠㅠ 이 점이 넘 아쉽네요~,3,3,
3671,해원수산,"광어회/1(사이즈 선택(기본)),우럭회/1(사이즈 선택(기본)),매운탕/1",2,배달  늦고 양도 1만뭔수준  진짜후회함.,1,1,
3672,동대문엽기떡볶이-한양대점,"B set（엽떡 or 엽오 or 반반 中 택1 야채튀김1＋김말이1＋만두2＋계란 or 메추리알 中 택1＋주먹김밥）/1(메뉴 선택1(엽떡),매운맛 선택(착한맛),메뉴 선택2(메추리알))",4,배달도 빠르고 맛도 확실히 맛있는데 치즈양이 과장인하고 두 젓가락만에 끝나네요 한마디로 두덩이 밖에 안잡혀요 조금 아쉽네요,3,3,
3673,유로코피자-서초구점,"[NEW]상상초과（매콤） /1(사이즈 선택(라지（L）),도우 옵션 선택(고구마 크러스트),소스 추가선택(도우킹（콘버터맛）))",5,맛있게 잘먹었습니다,5,3,
3674,하영호신촌설렁탕함흥냉면-교대점,"물냉면/1(사이즈 선택(기본)),갈비탕/1(사이즈 선택(기본),조리상태(완조리 （온포장 : 바로 드심）))",4,냉면이 넘 불어서 육수가 없어요.. 육수를 더 넣어주셔야 할것 같습니다,1,3,
3675,떡순튀-구의점,"모듬튀김/1,수제토스트/1,세트1（떡볶이＋순대＋튀김＋일본간사이오뎅）/1",1,맛없음   주문해서  일부먹다  다버림,1,3,
3676,원조대장금도시락,"김치두루치기 도시락/1,된장찌개/1",2,맛은 그냥근렇고 추석기간이라그런지 반찬이..김치두루치기시켯는데 양도적고 김치주르치기에 기본반찬세개가 김치만..,1,3,
3677,국제해물떡볶이와불닭발,"매운떡볶이/1(매운맛(중간맛),사리 추가(오뎅사리 추가)),불닭발/1(매운맛(중간맛))",2,양은 많은데  닭발이나 떡볶이나  맛이 정말 별로네요 닭발은 더볶아야 될거같고  떡볶기는 너무뻑뻑하고  저는 ..,1,3,
3678,BBQ-역삼스타점,황금올리브（반반）/1,1,문앞에 두고 문자달라고했는데 문자없이 그냥감 새벽에 다식은치킨..전자렌지뎁히니 1점짜리 치킨이지 뭐,3,1,
3679,배스킨라빈스-봉천역점,"쿼터/1(아이스크림 선택（쿼터）(사랑에 빠진 딸기,초콜릿 무스,민트 초코렛칩,초코나무 숲),대체맛 선택（쿼터）(（대체）엄마는 외계인,（대체）베리베리 스트로베리),포장 이동시간(30분),스푼 선택(스푼 필요 없음))",1,배달너무느림 두시간걸림,3,1,
3680,초밥에미친남자-영등포점,"오늘의 추천 모듬초밥 [20p]/1(메뉴 선택(추천 모듬초밥),단품 추가 선택(콜라 추가))",2,그냥 적당했어요,3,3,
3681,봉구스밥버거-신수점,"봉구킹/2,점보치킨마요컵밥/1",1,배달 한시간넘게 기다리네요 먼거리도아닌데 비추입니다,3,1,
3682,신천한식,"공기밥/1,국산콩 청국장/1,된장찌개/1",3,플러스처음인데 배달매칭소요시간이너무오래걸리네요 그리고 청국장은기대를마니햇나 너무씁쓸한맛이마니나요 배달소요시간은 문자보다빨리왓어오 아그리고밀봉포장칼이없어서난감햇는데 잘뜯어져서좋았지만 배달상문제인지국물이좀새서왔어요,1,1,
3683,푸라닭-자양점,순살 고추마요/1,2,순살 시켰는데 목뼈가 나옴,3,1,
3684,리꼬르도,"파스타1（선택）＋또띠아1（선택）＋그린샐러드＋뚱캔음료1/1(파스타 선택(쉬림프 로제 파스타),또띠아 선택(마르게리따 또띠아),음료 선택(코카콜라 （355ml）))",4,가성비괜찬아요~^^,3,3,
3685,호호맛집-잠실본동,"참치김밥/1,꽁치찌개/1",3,양도 맛도 줄고..초심좀요,1,3,
3686,heyday,아메리카노/2(HOT／ICE 선택(ICE)),4,맛있었어요 ㅎㅎ,5,3,
3687,대창을덮다호르몬동전문점,"호르몬동 대창덮밥/1(맛 선택(매콤한맛),구성 선택(덮밥만)),특상 호르몬동/1(맛 선택(매콤한맛),구성 선택(덮밥만)),우나기 장어덮밥/1(사이즈 선택(일반 세트（장어 200g）),덮밥 오차즈케용 육수 베이스 선택(가쓰오 육수)),특제 간장 사케동/1(메뉴 선택(기본))",1,"만원을 더 내고 곱배기를 시키는데 육안으로도, 먹는 사람들끼리도 이게 곱배기가 맞나 의아합니다. 그냥 똑같거든요. 그래서 전화를 드리니 보통이 150 , 곱배기가 300 이라며 조리 후 중량이 적게 느껴질 수 있다고 하시는데.. 보통과 곱배기 구분 못할 정도로 음식이 나오면 문제 있다고 생각하지 않으십니까? 소비자 기만하는 가게 오래 못 갑니다",1,3,
3688,한명숙피자치킨-광진점,"홈3세트（치즈크러스트M 2~3人＋스파게티＋콜라 1.25L）/1(사이즈선택(M 사이즈),도우 선택(치즈크러스트),토핑 선택(콤비네이션))",2,추석날 문연곳이라 시켜먹음,3,3,
3689,롯데리아-캐슬플라자점,"불고기카트라이더세트（랜덤토이）/2(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）))",2,배달지연.. 감자튀김 두개 시켰는데 케첩 1개.. 최소 네개은 주던데,3,1,
3690,3가지맛디디치킨-아현점,"2마리 내 맘대로 3가지맛세트/1(선택(순살),내마음대로 선택1(마늘소스),내마음대로 선택2(양념),내마음대로 선택3(치뿌린))",3,배달 친절하고 빠르고 양 남자 2명에서 배불리 먹었습니다. 맛은 솔직히 기대이하네요. 순살을 시켰는데 뻑뻑한 닭가슴살 같았고 마늘소스는 잼 같이 너무 달았습니다. 치즈 치킨은 양념 가루 맛이 심심하네요.,1,5,
3691,BBQ-동서울터미널점,"황금올리브（반반）/1,BBQ소떡/1,치킨무 추가/1,코카-콜라 1.25L/1",5,깔끔하고 맛있습니다.,5,3,
3692,김가네-당산점,"새우롤김밥/2,갈비만두/1,왕새우튀김（1개） /2",4,집앞에 두고가달라고 부탁드렸는데 배달하시는분이 끝까지 문두드리고 계시네요   장국도 안줬고요 맛은있어요,5,1,
3693,용문각-화곡본점,"셋트0（탕수육＋짜장＋짬뽕）/1(추가선택(두그릇 곱빼기로 변경)),볶음밥/1(추가선택(곱빼기로 변경))",1,매일맛있게 먹었는데 탕슉이 저게뭡니까 말라비트러져서 몇번이나튀긴건지 과자같네요 만두도없고  너무심하네요 ㅡㅡ,3,3,
