restaurant,menu,review,annotator,food,delvice,label
롯데리아-남부터미널점,"DoubleX2버거/1(햄버거 토핑 추가(토마토 토핑)),사각새우더블세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）))",예상 시간이랑 다르게 배달도 빠르고 근처 버x 맥x 와 다르게 콜라 탄산도 밍밍하지 않고 좋네요. 다만 메뉴에 제로콜라가 없다는게 제일 아쉽습니다.,신곤,3,5,5
커피에반하다-신정네거리점,"아이스 바닐라라떼/1,리얼과일스무디 망고/1,허니버터브레드/1",언제나 맛있게 잘먹고 있습니다. 아이가 좋아해요~~^^,신곤,5,3,7
SIDEBYSIDECoffe-본점,"에스프레소 큐브 라떼/1,로얄 밀크티/1(HOT or ICE 선택(Iced)),마들렌/1(메뉴 선택(레몬마들렌)),오렌지얼그레이 휘낭시에/1",큐브라떼랑 밀크티 둘 다 너무 달아서 한입 마시고 못마셨어요ㅠㅠ 비쌌는데 아쉬워요.. 많이 달다고 써놓거나 당도 조절 가능하게 하면 좋을 것 같아요. 마들렌이랑 휘낭시에는 잘 먹었습니다.,신곤,1,3,1
거기시켜덮밥&간식-성수점,"[화덕~고추장 돼지주물럭&볶음김치 덮밥]/1(1. 밥 양 선택(밥 양 많이 250g),2. 맵기 선택(기본맛),계란후라이 토핑(계란후라이 x)),[훈제오리&볶음김치 덮밥]/1(1. 밥 양 선택(밥 양 많이 250g),2. 맵기 선택(기본맛),계란후라이 토핑(계란후라이 x)),[한우떡갈비&볶음김치 덮밥]/1(1. 밥 양 선택(밥 양 많이 250g),2. 맵기 선택(기본맛),계란후라이 토핑(계란후라이 x))",분명 고추장 돼지주물럭인데 고추장이 어디에 양념돼있는건지 맛이 1도 안났습니다. 양념을 안넣은건지 아님 다른 맛으로 잘못보냈던지 둘 중 하나인 거 같아요. 그리고 다른 메뉴들도 메인 재료의 맛보다 김치맛밖에 나지 않아서 김치볶음밥을 먹는건지 착각할정도. 그리고 대부분 가격대가 만원 언저리인데 맛에 비해 그리고 메인 재료의 퀄리티도 보면 기름기 거의 없이 바짝 마르기 직전 상태로 제법 퍽퍽한 감도 강해서 가격이 너무 비싸다는 생각밖에 안들었습니다. 밥 양 많은 거 말고는 장점을 전혀 못느끼겠네요.,신곤,1,3,1
원할머니보쌈-석촌점,"맛보쌈/1(보쌈사이즈선택2(중 （생육710g이상,수육500g）))",김치 2통이 왔는데 맛이 각각 다르고 평상시 보다  맛이없음,신곤,1,3,1
맥도날드-신도림테크노마트점,"스파이시 맥앤치즈 버거 세트/1(사이드 선택（M）(후렌치 후라이 미디엄),음료 선택（M）(코카 콜라Ⓡ 미디엄)),슈비버거 세트/1(사이드 선택（M）(후렌치 후라이 미디엄),음료 선택（M）(코카 콜라Ⓡ 미디엄)),베이컨 토마토 디럭스 세트/1(사이드 선택（M）(후렌치 후라이 미디엄),음료 선택（M）(코카 콜라Ⓡ 미디엄))",5분거리인데..다식었어여..차가운햄버거ㅜㅜ 쫌만따뜻했어면 정말 맛있었을텐데  아쉽네요,신곤,3,1,3
하우마라탕-강남점,"셀프 마라탕/1(사이즈 선택(숙주＋청경채＋알배기300g),조리상태 선택(조리후（강남역주변 추천）),매운단계 선택(추천!오리지널（신라면 정도 누구나좋은맛）),마단계 선택(1단계 약간 얼얼함),야채 추가 선택(숙주추가,팽이버섯 추가,백목이버섯 추가,판다 피쉬볼 3개 추가,메추리알 3개 추가))",배달늦어요 흐아아,신곤,3,1,3
교촌치킨-잠실2호점,"교촌허니콤보/1(사이드 메뉴(쫀드칸꽈배기（시나몬슈가）),디핑소스 추가(레드디핑소스))",oh shit..,신곤,3,3,4
더맛있는족발보쌈-방이점,보쌈/1(사이즈 선택(小)),흠 신기한맛입니다   꾸역꾸역  먹었습니다  다시 시키라하면 50년쯤 생각하겠습니다  개취입니다,신곤,1,3,1
떡참떡볶이참잘하는집-홍대점,"[꾸덕 1위] 로제떡볶이/1(떡 선택(쌀떡),맵기단계(1단계） 핫!（살짝쿵매콤）),토핑추가(삶은계란（2알）),추천사이드(고구마튀김,고추튀김,[180mm] 롱김말이),단무지 기본제공 선택(단무지 O))",맛있어서 또 시켜먹고싶은데 어딘가 더 맛있는곳이 있다는 확신으로 다른곳에 도전하게 만드는 맛의 수준 5프로 아쉽네요,신곤,3,3,4
건대마라샹궈,"취향대로 마라샹궈/1(고기선택(소고기),맛 선택(중간맛),야채 토핑선택(숙주,콩나물,청경채),두부&버섯 토핑선택(새송이버섯,푸주,팽이버섯2배),면류 토핑선택(중국당면)),깐쇼새우/1(사이즈선택(중)),공기밥/1",맛있음. ㅜ 너무 자주먹어서 문제네요,신곤,5,3,7
59쌀피자-신대방1동점,"베이컨듬뿍피자[L]/1(맛 선택(크림소스),L 도우 추가(치즈크러스트 추가))",먹다 기절해서 기억이 없어요. 일어나보니 한조각이 없어요  .. 사장님이 뭘넣어 만든거죠?,신곤,5,3,7
동대문엽기떡볶이-구로점,"엽기떡볶이/1(떡볶이 매운맛 선택(초보맛)),주먹김밥/1",와 평소에 덜매운맛 먹는데 매울까바 한단계 낮은거 먹었는데 다음날 바로 배탈났어요 ㅋㅋ 매워서 배탈이 아니라 완전 제대로 배탈나서 밥도 못먹고 하루종일 고생하다가 약먹고 다음날 실아났네여 ㅋㅋ재료 관리 잘하셔야 할듯,신곤,3,3,4
교촌치킨-서초3호점,교촌허니오리지날/1(디핑소스 추가(교촌무우)),빠른 배달 좋았구요 맛은 다 아는 맛,신곤,3,5,5
용문각-화곡본점,탕짜면/1(추가선택(곱빼기로 변경)),"변함 없는 맛 ,, 탕수육 최고에요 ㅠㅠ 짜장면두 ,, 그냥 다 맛있어요 ㅋㅋ",신곤,5,3,7
스타동-봉천점,더블사케동/1,잘먹었습니다~~!!,신곤,5,3,7
장수곱창,"순대곱창볶음/1(사이즈 선택(小)),사이다 500mL/1",아..오랜만에 시켰는데 너무 질겨서 죽는줄 ㅠㅜ,신곤,1,3,1
매운맛땡길때밥장인-홍대점,"차돌된장찌개세트1（차돌 된장찌개 1인＋스팸2＋계란밥1）/1(된장찌개 맛 선택(매운맛),추가 선택（필수선택아님）(계란찜))",가격에 비해 진짜 양이 너무 없네요..,신곤,1,3,1
지코바-성수1호점,순살양념（순한맛）/1,배달이 빠르고 정확합니다.,신곤,3,5,5
할리스-신림점,"카페 아메리카노/1(기본 선택(（ICED）Grande)),그린티 라떼/1(HOT or ICE(ICE),사이즈 선택(Regular)),딸기 치즈케익 할리치노/2(사이즈 선택(Regular))",흠..,신곤,1,3,1
쉐프의생안심탕수육-송파점,"깐풍 탕수육/1(탕수육 사이즈 선택(小)),고추튀김3개/1,칠성 사이다 1.25L/1",맛은 있는데 같이 시켰던 사이다는 안 옴 매장에 몇번 전화했는 연결 안됨.. 이게 먹튀인가 아 개짜증 이 억울함 어디다 풀지,신곤,5,1,6
홍익스테이크-영등포점,"비프박스（토시살）/2,쉬림프박스（Large）/1,쉬림프 토마토 스파게티/1",음식 양이  좀  작네요..,신곤,1,3,1
수제버거맛집비킷버거,"BBQ 비킷 버거（BBQ BIKIT Burger）/2,알로하 하와이언（Aloha Hawaiian）/5,프렌치프라이（French Fry）/7,코카콜라 /6,제로콜라 /1","비 조금 오늘 날에는 안시켜먹는걸로~ 배달도 20분지연되고, 그로인한 맛도 별로고.. 그나마 사장님은 친절합니다.",신곤,1,1,0
원조마늘통닭,"원조마늘통닭/1,모래집튀김 小/1",마늘이 숙성이 아니고 찐건지찐마늘에 소금으로간한맛별루였음,신곤,1,3,1
두마리찜닭두찜-양천신정점,"[압도적1위]로제찜닭/1(튀김콤보세트(선택 없음),메뉴 선택(순살（닭다리살 100%）),매운맛3단계(보통맛),당면 선택(납작당면변경))",너무 맛있어요! 근데 로제는 역시 좀 느끼해서 다음부터는 한 단계 도 맵게 시키려구요ㅎㅎ,신곤,3,3,4
황궁산동성,탕짬면/1,소스 양이 엄청 넉넉합니다ㅋㅋ 맛있게 잘 먹었어요~,신곤,5,3,7
리즈커리,"야채 커리/1(매운맛 선택(2단계),토핑 추가(마늘후레이크 추가)),돈가스 커리/1(매운맛 선택(2단계),토핑 추가(마늘후레이크 추가)),밥 추가/1",배달이 쪼매 늦게와서,신곤,3,1,3
배스킨라빈스-한양대점,"쿼터/1(아이스크림 선택（쿼터）(피스타치오 아몬드),대체맛 선택（쿼터）(（대체）엄마는 외계인,（대체）사랑에 빠진 딸기),포장 이동시간(30분),스푼 선택(스푼 필요 없음))",거의 두시간 걸렸네여.. 그래도 배달해 주시는분은 친절하셨어용 감사합니다..,신곤,3,3,4
홍짜장-동국대점,B세트（짜장＋짬뽕＋미니탕수육）/1,백종원씨가 하나봐요 짜장이 설탕이내요,신곤,1,3,1
대성루,"세트1-1（탕수육小＋식사2）/1(식사류  선택-1(볶음밥),식사류  선택-2(짜장))",정말 감사합니다 맛있게 잘 먹었습니다,신곤,5,3,7
바다회어시장-신정점,해산물모듬물회 中（활어＋전복＋해삼＋문어＋멍게＋소라）/1,"양이 정말 많아요. ^^  각종 해산물도 푸짐하고,  육수도 슬러시 상태로 녹지 않았구요.  잘 먹었습니다~",신곤,5,3,7
맥도날드-합정메세나폴리스,"베이컨 토마토 에그 머핀 세트/1(맥모닝 세트 사이드(해쉬 브라운),맥모닝 세트 음료(아이스 드립 커피 （시럽없음） 미디엄)),베이컨 에그 맥머핀™ 세트/1(맥모닝 세트 사이드(해쉬 브라운),맥모닝 세트 음료(아이스 카페라떼 （시럽 없음） 미디엄)),핫케익 3조각/1,상하이 치킨 스낵랩/1",베이컨토마토를 시켰는데 베이컨에그가 두개가오는  70분이 80분이 되는,신곤,3,1,3
블랙커피1984&와플,"애플 와플/2(추가 선택(생크림 추가)),플레인 요거트（벤티）/1(사이즈 선택(ICE（1L）)),콘 스프/1,양송이 스프/1",1리터라고 해도 너무 물탄 맛이 나네요 이런 밍밍한  플레인요거트 처음이에요 콘스프랑 양송이 스프는 먹을만 했는데 그래도 4천원이면 콘쪼가리든 양송이쪼가리든 하나정도는 넣어주시지. 전체적으로 너무 빈약해요  삼만원가까이 썼는데 왠지 괜히 시켰다는 생각이 들어요 와플은 3500원주고 먹을 맛은 아니었어요 2천원주고 사먹어도 맛있는 가게 많아요. 심지어 배달비4천원 너무 빡세요.,신곤,1,1,0
교촌치킨-성수역점,"교촌허니콤보/1,쫀드칸꽈배기（콘치즈）/1",너무맛있고 ㄹㅇㅋㅋ,신곤,5,3,7
마왕족발-왕십리점,"마왕통구이 대/1(맛선택(중간맛),메뉴추가(족발볶음밥 1인,마왕국수)),콜라 1.25L¸/1",국수는 생긴것도 맛도 별로였어요 족발이랑 볶음밥은 되게 맛있었고 배달하다 뭔 일이 있었는지 다 터져서 끈적거리더라구요,신곤,1,1,0
뽕뜨락피자-구의점,"비프앤포크（L）/1(토핑 추가(치즈 100g,새우 8pcs),추가(핫소스,머스타드소스),음료(콜라 1.25L))",배달연락이 잆어요 기다리다 잘것갓내ㅣ요,신곤,3,1,3
만족오향족발-시청본점,반반족발（일반족발＋불족발）/1(사이즈 선택(중)),온전한 것보다 남은 부스러기가 많고 고기가 텁텁하고 누린내가 납니다. 호캉스 와서 리뷰 보고 시켰는데 좀 실망이네요. 애도 먹다가 남기네요. ㅠㅠ 저도 더 못 먹겠어요.,신곤,1,3,1
이유있는반찬,"고등어자반구이 [즉석조리]/1,오징어무국/1,[1인]카레＋돼지고기김치찌개＋랜덤반찬3가지/1",가격에비해반찬이별루였어요고등어두냄새가좀나구요,신곤,1,3,1
앤쿡-역삼점,"참치마요컵밥/1,모짜렐라치즈핫도그/1,아이스미숫가루라떼/1",전체적으로 먹을만했어요 ㅎㅎ저는 쿠키 못받았어여 ㅠ,신곤,3,3,4
카페베네-신정네거리역점,"피치 플럼 요거트 빙수/1,아메리카노 R/1(HOT or ICE 선택(ICE))",너무 단데요~~ 복숭아가 넘 얼어서 딱딱한거 빼고는 배달도 빠르고 요거트 얼음도 맛있었어요. 서비스로 주신 쿠키도 잘 먹었습니다. 아아도 시켰는데 카페베네 커피가 이렇게 맛있었는지 몰랐네요!,신곤,3,5,5
맥도날드-신도림테크노마트점,"1955 버거™ 라지 세트/1(사이드 선택（L）(후렌치 후라이 라지),음료 선택（L）(환타Ⓡ 라지)),후렌치 후라이 스몰/1,애플파이/1",배달이 너무 느려요.. 한시간이 넘어서야 오네요,신곤,3,1,3
교촌치킨-한양대점,교촌리얼후라이드/1,리얼후라이드 유명한다고 들었어요.먹어보니 그냥그래요.  소스 마음에 들어요.,신곤,3,3,4
죠스떡볶이-방배역점,（요기요）치즈세트/1,배달이 빨리와서 좋앗어욜,신곤,3,5,5
롯데리아-캐슬플라자점,"새우버거/1,폴더버거비프세트/1(디저트 선택(세트 포테이토),드링크 선택(선택 콜라（L）)),불고기버거세트/1(디저트 선택(세트 포테이토),드링크 선택(세트 콜라（R）)),지파이 하바네로（L）/1,롯데리아찐氷/1",롯데리아버거는 늘 캐슬점에서 주문합니다. 근데 오늘은 콜라 랩핑이 터져서 콜라가 샜어요 하지만 오늘 배송은 엄청 빨랐어요,신곤,3,3,4
써브웨이-문래점,"쉬림프 30cm 세트/1(빵선택(화이트),치즈선택(아메리칸치즈),빵／미트 토스팅 선택(토스팅 안함),야채 제외(할라피뇨 제외),소스선택 *미선택시 추천소스 제공(추천 소스),쿠키 또는 칩(더블 초코칩 쿠키),음료선택(닥터페퍼 （355ml）))",맛있게 잘 먹었습니다~^^ 좋아요 서브웨이,신곤,5,3,7
싸다김밥-서울대입구역점,"국물떡볶이/1,오므라이스/1,계란후라이/1,웰치스 355mL/1",진짜 배불러요ㅠ차라리 최소주문금액을 낮추고 양을 적게 줬으면 좋겠어요 둘이 먹었는데도 남겼습니다 새벽이라서 오므라이스만 먹고싶었는대 최소주문때문에 좀 무리해서 시켰는데 양이 너무 많고 가격은 분식점치고 너무 비싸요 맛은 있습니다,신곤,3,3,4
유로코피자-서초구점,（추천） 랍스타 스테이크（매콤）/1(사이즈 선택(라지（L）)),맛있게 잘먹었습니다,신곤,5,3,7
파리바게뜨-당산역삼성점,"치즈 소시지 페스츄리/1,부드러운 연유브레드/1,치즈파니니 /1",몇번주문해먹었는데 사장님은 친절하셔서 좋은데 일하시는분이 약간 항상 기분이 안좋아보이셔서 눈치보여요..,신곤,3,3,4
짜장면짬뽕맛있는집,"김치볶음밥/1,새우볶음밥/1",맛있어서 중국요리는 여기에서만 시켜 먹는데 문을 넘 쾅쾅 두드려서 제발 두드리지 말고 문자달라고 요청했는데 음식을 두고 문자도 없어 다 식었네요 기분이 넘 안좋았습니다 다른 중국집 찾아봐야 할 듯요..배달 점수는 별 하나도 아까워서 안할려고 했는데 하나는 해야해서 한거네요 ㅠ,신곤,5,1,6
쥬크비어엔맛있는게참많아요,"셀프 골뱅이（면사리 별도）/1(추가 선택(쫄면사리 추가,셀프주먹밥 추가)),뚝닭볶음탕/1",어느새 한주라도 안먹으면 섭섭해진 골뱅이 쥬크비어엔 맛있는게 참 많아요,신곤,5,3,7
3가지맛투존치킨-구의점,후라이드치킨/1,음.. 인내심이 많아야 먹을 수 있는 치킨이군요.. 90분.. 기다려서 먹을만한 맛은 아니군요.. 바로 튀겨서 왔을건데.. 왜 눅눅하죠? 바삭함이 없는 후라이드를 배고파서 먹었네요.. 좀더 분발하시길..,신곤,1,3,1
큰맘할매순대국-구의점,"（도시락）순대국/1(메뉴선택(혼합)),（도시락）순대국/1(메뉴선택(고기만))",배달이 짱 빠르고 맛있어요,신곤,5,5,8
롯데리아-건대스타시티점,"DoubleX2세트/2(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),모짜렐라인더 버거-베이컨 세트/2(디저트 변경(세트 포테이토),드링크 변경(선택 사이다（L）))",빠른 배송 만족합니다~~,신곤,3,5,5
버거킹-연세로점,"몬스터와퍼세트/1(음료변경(코카-콜라 제로R),사이드변경(프렌치프라이（R）)),콰트로치즈와퍼 세트/1(음료변경(코카-콜라 제로R),사이드변경(프렌치프라이（R）))","감자튀김 2세트분을 하나로 포장, 햄버거처럼 포장해놓고 잘못온거 같다 돌려보내니 한다는 소리가 이거 감튄데요라고만 하는 대응은..ㅎ 애초에 음료도 안와서 주문 꼬인거겠거니 눈으로 보고 손으로 만져보니 3개다 버거인거 같았는데.. 아무 설명 없고 주문 제대로 들어갔으니 다시 보내겠다고만 하는데 뭐라고 할까요 ㅋㅋ 덕분에 점심시간에 기분도 더럽고 시간도 날리고 다른 분들은 이러지 마세요 ㅋㅋ",신곤,3,1,3
